"ID"	"species"	"family"
"TP0528"	"Solanum tuberosum"	"Solanaceae"
"TP0530"	"Glycine max"	"Fabaceae"
"TP0529"	"Solanum tuberosum"	"Solanaceae"
"TP0532"	"Glycine max"	"Fabaceae"
"TP0527"	"Solanum tuberosum"	"Solanaceae"
